real_hour_sin,real_hour_cos,lux,pv_v,pv_p,home_v,home_soc,load_p,car_soc,human_soc,pvsrc,hsrc,rigid,led,fan,qi,hchg,cchg,v2h,future_pv_p,future_load_p,future_home_soc,scene_id,scene_label,real_hour,real_elapsed_s,sample_period_s
0.304864,0.952396,63.300000,0.662783,0.000000,7.772608,75.788021,0.915590,68.000000,63.400000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,75.305833,1,T1_night_no_pv,1.183333,4260.000000,60
0.309017,0.951057,63.300000,0.664000,0.000000,7.771800,75.737500,0.915705,68.000000,63.400000,0,1,1,0,0,0,0,0,0,0.000000,0.915527,75.255313,1,T1_night_no_pv,1.200000,4320.000000,60
0.313164,0.949699,63.300000,0.663992,0.000000,7.770992,75.686979,0.915703,68.000000,63.400000,0,1,1,0,0,0,0,0,0,0.000000,0.915561,75.205417,1,T1_night_no_pv,1.216667,4380.000000,60
0.317305,0.948324,63.300000,0.663183,0.000000,7.770183,75.636458,0.915551,68.000000,63.400000,0,1,1,0,0,0,0,0,0,0.000000,0.915565,75.165625,1,T1_night_no_pv,1.233333,4440.000000,60
0.321439,0.946930,63.300000,0.663000,0.000000,7.768750,75.546875,0.915516,68.000000,63.400000,0,1,1,0,0,0,0,0,0,0.000000,0.915565,75.128125,1,T1_night_no_pv,1.250000,4500.000000,60
0.325568,0.945519,63.300000,0.663000,0.000000,7.767567,75.472917,0.915516,68.000000,63.356667,0,1,1,0,0,0,0,0,0,0.000000,0.915545,75.090104,1,T1_night_no_pv,1.266667,4560.000000,60
0.329691,0.944089,63.300000,0.663000,0.000000,7.766758,75.422396,0.915516,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915509,75.052083,1,T1_night_no_pv,1.283333,4620.000000,60
0.333807,0.942641,63.300000,0.663000,0.000000,7.765900,75.368750,0.915516,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915475,75.015729,1,T1_night_no_pv,1.300000,4680.000000,60
0.337917,0.941176,63.300000,0.663000,0.000000,7.764283,75.267708,0.915516,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915471,74.989479,1,T1_night_no_pv,1.316667,4740.000000,60
0.342020,0.939693,63.300000,0.662333,0.000000,7.764000,75.250000,0.915516,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915471,74.945729,1,T1_night_no_pv,1.333333,4800.000000,60
0.346117,0.938191,63.300000,0.662475,0.000000,7.763525,75.220313,0.915516,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915490,74.895208,1,T1_night_no_pv,1.350000,4860.000000,60
0.350207,0.936672,63.555000,0.663283,0.000000,7.762717,75.169792,0.915570,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.849271,1,T1_night_no_pv,1.366667,4920.000000,60
0.354291,0.935135,64.200000,0.664000,0.000000,7.761908,75.119271,0.915688,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.809583,1,T1_night_no_pv,1.383333,4980.000000,60
0.358368,0.933580,64.200000,0.664000,0.000000,7.761100,75.068750,0.915535,68.000000,63.300000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.759792,1,T1_night_no_pv,1.400000,5040.000000,60
0.362438,0.932008,64.766667,0.663292,0.000000,7.761000,75.062500,0.915516,68.000000,63.158333,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.718646,1,T1_night_no_pv,1.416667,5100.000000,60
0.366501,0.930418,64.586667,0.663000,0.000000,7.760483,75.030208,0.915418,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.673125,1,T1_night_no_pv,1.433333,5160.000000,60
0.370557,0.928810,64.200000,0.663325,0.000000,7.759675,74.979687,0.915388,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.623125,1,T1_night_no_pv,1.450000,5220.000000,60
0.374607,0.927184,64.306667,0.664000,0.000000,7.759000,74.937500,0.915516,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.575312,1,T1_night_no_pv,1.466667,5280.000000,60
0.378649,0.925541,64.953333,0.664000,0.000000,7.759000,74.937500,0.915516,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.536979,1,T1_night_no_pv,1.483333,5340.000000,60
0.382683,0.923880,65.000000,0.664000,0.000000,7.757500,74.843750,0.915516,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.488542,1,T1_night_no_pv,1.500000,5400.000000,60
0.386711,0.922201,65.000000,0.663442,0.000000,7.756442,74.777604,0.915516,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.445521,1,T1_night_no_pv,1.516667,5460.000000,60
0.390731,0.920505,65.000000,0.663000,0.000000,7.756000,74.750000,0.915516,68.000000,63.100000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.408021,1,T1_night_no_pv,1.533333,5520.000000,60
0.394744,0.918791,65.000000,0.663175,0.000000,7.755825,74.739063,0.915516,68.000000,63.082500,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.367292,1,T1_night_no_pv,1.550000,5580.000000,60
0.398749,0.917060,65.000000,0.663983,0.000000,7.755017,74.688542,0.915516,68.000000,63.001667,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.316250,1,T1_night_no_pv,1.566667,5640.000000,60
0.402747,0.915311,64.366667,0.663208,0.000000,7.754208,74.638021,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,74.265208,1,T1_night_no_pv,1.583333,5700.000000,60
0.406737,0.913545,64.680000,0.663600,0.000000,7.752800,74.550000,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915490,74.223229,1,T1_night_no_pv,1.600000,5760.000000,60
0.410719,0.911762,65.000000,0.663592,0.000000,7.752000,74.500000,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915452,74.161146,1,T1_night_no_pv,1.616667,5820.000000,60
0.414693,0.909961,65.000000,0.663000,0.000000,7.752000,74.500000,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915426,74.080625,1,T1_night_no_pv,1.633333,5880.000000,60
0.418660,0.908143,65.000000,0.663000,0.000000,7.751950,74.496875,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915426,74.019792,1,T1_night_no_pv,1.650000,5940.000000,60
0.422618,0.906308,65.000000,0.663000,0.000000,7.750333,74.395833,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915426,73.979167,1,T1_night_no_pv,1.666667,6000.000000,60
0.426569,0.904455,65.000000,0.663642,0.000000,7.749358,74.334896,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915452,73.932604,1,T1_night_no_pv,1.683333,6060.000000,60
0.430511,0.902585,65.000000,0.664000,0.000000,7.749000,74.312500,0.915516,68.000000,63.000000,0,1,1,0,0,0,0,0,0,0.000000,0.915490,73.900521,1,T1_night_no_pv,1.700000,6120.000000,60
0.434445,0.900698,65.000000,0.663742,0.000000,7.748742,74.296354,0.915516,68.000000,62.948333,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.884271,1,T1_night_no_pv,1.716667,6180.000000,60
0.438371,0.898794,65.000000,0.662933,0.000000,7.747867,74.241667,0.915516,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.857396,1,T1_night_no_pv,1.733333,6240.000000,60
0.442289,0.896873,65.000000,0.662125,0.000000,7.746250,74.140625,0.915516,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.820417,1,T1_night_no_pv,1.750000,6300.000000,60
0.446198,0.894934,65.000000,0.662683,0.000000,7.746000,74.125000,0.915387,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.782396,1,T1_night_no_pv,1.766667,6360.000000,60
0.450098,0.892979,65.000000,0.662508,0.000000,7.744033,74.002083,0.915327,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.744375,1,T1_night_no_pv,1.783333,6420.000000,60
0.453990,0.891007,65.000000,0.662600,0.000000,7.742300,73.893750,0.915384,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.702083,1,T1_night_no_pv,1.800000,6480.000000,60
0.457874,0.889017,65.000000,0.663892,0.000000,7.743000,73.937500,0.915516,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.651562,1,T1_night_no_pv,1.816667,6540.000000,60
0.461749,0.887011,65.000000,0.663083,0.000000,7.743000,73.937500,0.915516,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.601042,1,T1_night_no_pv,1.833333,6600.000000,60
0.465615,0.884988,65.000000,0.663000,0.000000,7.742275,73.892188,0.915516,68.000000,62.800000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.550521,1,T1_night_no_pv,1.850000,6660.000000,60
0.469472,0.882948,65.000000,0.663533,0.000000,7.741467,73.841667,0.915516,68.000000,62.746667,0,1,1,0,0,0,0,0,0,0.000000,0.915493,73.507708,1,T1_night_no_pv,1.866667,6720.000000,60
0.473320,0.880891,65.000000,0.663658,0.000000,7.741000,73.812500,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915471,73.469687,1,T1_night_no_pv,1.883333,6780.000000,60
0.477159,0.878817,65.000000,0.663150,0.000000,7.740850,73.803125,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915471,73.431667,1,T1_night_no_pv,1.900000,6840.000000,60
0.480989,0.876727,65.000000,0.663958,0.000000,7.740042,73.752604,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915471,73.393646,1,T1_night_no_pv,1.916667,6900.000000,60
0.484810,0.874620,65.000000,0.663233,0.000000,7.739233,73.702083,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915471,73.355625,1,T1_night_no_pv,1.933333,6960.000000,60
0.488621,0.872496,65.000000,0.663000,0.000000,7.738425,73.651562,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915494,73.309896,1,T1_night_no_pv,1.950000,7020.000000,60
0.492424,0.870356,65.000000,0.663383,0.000000,7.737617,73.601042,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915516,73.265208,1,T1_night_no_pv,1.966667,7080.000000,60
0.496217,0.868199,65.000000,0.664000,0.000000,7.736808,73.550521,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915506,73.227187,1,T1_night_no_pv,1.983333,7140.000000,60
0.500000,0.866025,65.000000,0.664000,0.000000,7.736000,73.500000,0.915516,68.000000,62.700000,0,1,1,0,0,0,0,0,0,0.000000,0.915468,73.189167,1,T1_night_no_pv,2.000000,7200.000000,60
0.503774,0.863836,65.000000,0.664000,0.000000,7.735192,73.449479,0.915516,68.000000,62.538333,0,1,1,0,0,0,0,0,0,0.000000,0.915430,73.151146,1,T1_night_no_pv,2.016667,7260.000000,60
0.507538,0.861629,65.000000,0.663383,0.000000,7.735000,73.437500,0.915399,68.000000,62.500000,0,1,1,0,0,0,0,0,0,0.000000,0.915366,73.086875,1,T1_night_no_pv,2.033333,7320.000000,60
0.511293,0.859406,65.000000,0.663000,0.000000,7.734575,73.410938,0.915407,68.000000,62.500000,0,1,1,0,0,0,0,0,0,0.000000,0.915309,73.024583,1,T1_night_no_pv,2.050000,7380.000000,60
0.515038,0.857167,65.000000,0.663000,0.000000,7.733767,73.360417,0.915516,68.000000,62.500000,0,1,1,0,0,0,0,0,0,0.000000,0.915282,72.974063,1,T1_night_no_pv,2.066667,7440.000000,60
0.518773,0.854912,65.000000,0.663042,0.000000,7.732958,73.309896,0.915516,68.000000,62.500000,0,1,1,0,0,0,0,0,0,0.000000,0.915282,72.925104,1,T1_night_no_pv,2.083333,7500.000000,60
0.522499,0.852640,65.000000,0.663850,0.000000,7.732150,73.259375,0.915516,68.000000,62.500000,0,1,1,0,0,0,0,0,0,0.000000,0.915282,72.886250,1,T1_night_no_pv,2.100000,7560.000000,60
